BLZ;eigene BLZ;Bezeichnung;PLZ;ORT;Kurzbezeichnung;PAN;BIC;Prüfziffer;lfd Nr;Änderungskennzeichen;Löschungsankündigung;Nachfolgeblz;IBAN
74250000;2;Sparkasse Niederbayern-Mitte;94437;Mamming;Spk Niederbayern-Mitte;57296;;00;055140;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;84163;Marklkofen;Spk Niederbayern-Mitte;57296;;00;055141;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;84152;Mengkofen;Spk Niederbayern-Mitte;57296;;00;055142;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;84164;Moosthenning;Spk Niederbayern-Mitte;57296;;00;055143;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;84183;Niederviehbach;Spk Niederbayern-Mitte;57296;;00;055144;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;94431;Pilsting;Spk Niederbayern-Mitte;57296;;00;055145;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;94419;Reisbach;Spk Niederbayern-Mitte;57296;;00;055146;U;0;00000000;000000
74250000;2;Sparkasse Niederbayern-Mitte;94522;Wallersdorf;Spk Niederbayern-Mitte;57296;;00;055147;U;0;00000000;000000
74251020;1;Sparkasse im Landkreis Cham;93405;Cham;Spk im Landkreis Cham;57274;BYLADEM1CHM;00;011055;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;92444;Rötz;Spk im Landkreis Cham;57274;;00;007969;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93485;Rimbach;Spk im Landkreis Cham;57274;;00;007983;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93449;Waldmünchen;Spk im Landkreis Cham;57274;;00;008207;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93464;Tiefenbach;Spk im Landkreis Cham;57274;;00;008413;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93491;Stamsried;Spk im Landkreis Cham;57274;;00;008710;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93194;Walderbach;Spk im Landkreis Cham;57274;;00;008762;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93479;Grafenwiesen;Spk im Landkreis Cham;57274;;00;008865;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93477;Gleißenberg;Spk im Landkreis Cham;57274;;00;008884;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93458;Eschlkam;Spk im Landkreis Cham;57274;;00;008927;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93480;Hohenwarth;Spk im Landkreis Cham;57274;;00;009005;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93444;Bad Kötzting;Spk im Landkreis Cham;57274;;00;009107;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93453;Neukirchen b.Hl.Blut;Spk im Landkreis Cham;57274;;00;009174;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93468;Miltach;Spk im Landkreis Cham;57274;;00;009298;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93462;Lam;Spk im Landkreis Cham;57274;;00;009404;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93489;Schorndorf;Spk im Landkreis Cham;57274;;00;009702;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93455;Traitsching;Spk im Landkreis Cham;57274;;00;009708;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93486;Runding;Spk im Landkreis Cham;57274;;00;009720;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93494;Waffenbrunn;Spk im Landkreis Cham;57274;;00;009762;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93495;Weiding;Spk im Landkreis Cham;57274;;00;009785;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93185;Michelsneukirchen;Spk im Landkreis Cham;57274;;00;010665;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93167;Falkenstein;Spk im Landkreis Cham;57274;;00;010705;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93437;Furth im Wald;Spk im Landkreis Cham;57274;;00;010798;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93473;Arnschwang;Spk im Landkreis Cham;57274;;00;010801;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93466;Chamerau;Spk im Landkreis Cham;57274;;00;010928;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93474;Arrach;Spk im Landkreis Cham;57274;;00;010962;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93499;Zandt;Spk im Landkreis Cham;57274;;00;033393;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93476;Blaibach;Spk im Landkreis Cham;57274;;00;036676;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93426;Roding;Spk im Landkreis Cham;57274;;00;040704;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93488;Schönthal;Spk im Landkreis Cham;57274;;00;043492;U;0;00000000;000000
74251020;2;Sparkasse im Landkreis Cham;93192;Wald;Spk im Landkreis Cham;57274;;00;043493;U;0;00000000;000000
74260110;1;Raiffeisenbank;94315;Straubing;Raiffeisenbank Straubing;67230;GENODEF1SR2;88;027591;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94330;Aiterhofen;Raiffeisenbank Straubing;67230;;88;027316;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94351;Feldkirchen;Raiffeisenbank Straubing;67230;;88;027495;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94336;Hunderdorf;Raiffeisenbank Straubing;67230;;88;027581;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94356;Kirchroth;Raiffeisenbank Straubing;67230;;88;027616;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94362;Neukirchen;Raiffeisenbank Straubing;67230;;88;027711;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94374;Schwarzach;Raiffbk Straubing;67230;;88;027887;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94327;Bogen;Raiffeisenbank Straubing;67230;;88;042927;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94368;Perkam;Raiffeisenbank Straubing;67230;;88;052283;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94345;Aholfing;Raiffeisenbank Straubing;67230;;88;052284;U;0;00000000;000000
74260110;2;Raiffeisenbank Straubing;94369;Rain;Raiffeisenbank Straubing;67230;;88;052285;U;0;00000000;000000
74260110;2;Raiffeisenbank (Gf P2);94315;Straubing;Raiffeisenbank Straubing;77230;;88;054675;U;0;00000000;000000
74261024;1;Raiffeisenbank Chamer Land;93404;Cham;Raiffeisenbank Chamer Land;67042;GENODEF1CHA;88;027396;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93466;Chamerau;Raiffeisenbank Chamer Land;67042;;88;027397;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93449;Waldmünchen;Raiffeisenbank Chamer Land;67042;;88;027454;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93455;Traitsching;Raiffeisenbank Chamer Land;67042;;88;027862;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93194;Walderbach;Raiffeisenbank Chamer Land;67042;;88;052231;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93199;Zell;Raiffeisenbank Chamer Land;67042;;88;052232;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93491;Stamsried;Raiffeisenbank Chamer Land;67042;;88;052233;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93489;Schorndorf;Raiffeisenbank Chamer Land;67042;;88;052234;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93464;Tiefenbach;Raiffeisenbank Chamer Land;67042;;88;052235;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93426;Roding;Raiffeisenbank Chamer Land;67042;;88;052237;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93483;Pösing;Raiffeisenbank Chamer Land;67042;;88;052848;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;92444;Rötz;Raiffeisenbank Chamer Land;67042;;88;053587;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93428;Furth im Wald;Raiffeisenbank Chamer Land;67042;;88;053589;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land;93473;Arnschwang;Raiffeisenbank Chamer Land;67042;;88;053590;U;0;00000000;000000
74261024;2;Raiffeisenbank Chamer Land (Gf P2);93404;Cham;Raiffeisenbank Chamer Land;77042;;88;054676;U;0;00000000;000000
74290000;1;Volksbank Straubing;94303;Straubing;Volksbank Straubing;97014;GENODEF1SR1;88;022508;U;0;00000000;000000
74290000;2;Volksbank Furth i W Zw d VB Straubing;93437;Furth im Wald;Volksbank Straubing;97014;;88;021312;U;0;00000000;000000
74290000;2;Volksbank Geiselhöring Zw d VB Straubing;94333;Geiselhöring;Volksbank Straubing;97014;;88;021329;U;0;00000000;000000
74290000;2;Volksbank Ergoldsbach Zw d VB Straubing;84061;Ergoldsbach;Volksbank Straubing;97014;;88;021465;U;0;00000000;000000
74290000;2;Volksbank Bogen Zw d VB Straubing;94327;Bogen;Volksbank Straubing;97014;;88;021663;U;0;00000000;000000
74290000;2;Volksbank Cham Zw d VB Straubing;93413;Cham;Volksbank Straubing;97014;;88;021734;U;0;00000000;000000
74290000;2;Volksbank Mitterfels Zw d VB Straubing;94360;Mitterfels;Volksbank Straubing;97014;;88;021824;U;0;00000000;000000
74290000;2;Volksbank Neufahrn Zw d VB Straubing;84088;Neufahrn i.NB;Volksbank Straubing;97014;;88;021882;U;0;00000000;000000
74290000;2;Volksbank Kötzting Zw d VB Straubing;93444;Bad Kötzting;Volksbank Straubing;97014;;88;022225;U;0;00000000;000000
74290000;2;Volksbank Waldmünchen Zw d VB Straubing;93449;Waldmünchen;Volksbank Straubing;97014;;88;022344;U;0;00000000;000000
74290000;2;Volksbank Straßkirchen Zw d VB Straubing;94342;Straßkirchen;Volksbank Straubing;97014;;88;022507;U;0;00000000;000000
74290000;2;Volksbank Roding Zw d VB Straubing;93426;Roding;Volksbank Straubing;97014;;88;022601;U;0;00000000;000000
74290000;2;Volksbank Schwarzach Zw d VB Straubing;94374;Schwarzach;Volksbank Straubing;97014;;88;022689;U;0;00000000;000000
74290000;2;Volksbank Parkstetten Zw d VB Straubing;94365;Parkstetten;Volksbank Straubing;97014;;88;022712;U;0;00000000;000000
74290000;2;VB Mallersdorf-Pfaffenberg Zw d VB Straubing;84066;Mallersdorf-Pfaffenberg;Volksbank Straubing;97014;;88;022721;U;0;00000000;000000
74290000;2;Volksbank Plattling Zw d VB Straubing;94447;Plattling;Volksbank Straubing;97014;;88;022734;U;0;00000000;000000
74290000;2;Volksbank Wörth Zw d VB Straubing;93086;Wörth a.d.Donau;Volksbank Straubing;97014;;88;025038;U;0;00000000;000000
74290000;2;Volksbank Lam Zw d VB Straubing;93462;Lam;Volksbank Straubing;97014;;88;031353;U;0;00000000;000000
74290000;2;Volksbank Sankt Englmar Zw d VB Straubing;94379;Sankt Englmar;Volksbank Straubing;97014;;88;031363;U;0;00000000;000000
74290000;2;Volksbank Neunburg Zw d VB Straubing;92431;Neunburg vorm Wald;Volksbank Straubing;97014;;88;043470;U;0;00000000;000000
74290000;2;Volksbank Straubing (Gf P2);94303;Straubing;Volksbank Straubing;87014;;88;054677;U;0;00000000;000000
74290100;1;CB Bank;94306;Straubing;CB Bank Straubing;;CBSRDE71XXX;98;049281;U;0;00000000;000000
74320073;1;UniCredit Bank - HypoVereinsbank;84007;Landshut;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433;99;000112;U;0;00000000;003200
74320073;2;UniCredit Bank - HypoVereinsbank;84122;Dingolfing;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433;99;000377;U;0;00000000;003200
74320073;2;UniCredit Bank - HypoVereinsbank;85360;Moosburg a.d.Isar;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433;99;000381;U;0;00000000;003200
74320073;2;UniCredit Bank - HypoVereinsbank;84133;Vilsbiburg;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433;99;031211;U;0;00000000;003200
74340077;1;Commerzbank;84028;Landshut;Commerzbank Landshut;24751;COBADEFFXXX;13;010233;U;0;00000000;000503
74350000;1;Sparkasse Landshut;84011;Landshut;Spk Landshut;57168;BYLADEM1LAH;11;010573;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84137;Vilsbiburg;Spk Landshut;57168;;11;008324;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84149;Velden;Spk Landshut;57168;;11;008330;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84061;Ergoldsbach;Spk Landshut;57168;;11;008888;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84144;Geisenhausen;Spk Landshut;57168;;11;009033;U;0;00000000;000000
74350000;2;Sparkasse Landshut;94333;Geiselhöring;Spk Landshut;57168;;11;009034;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84088;Neufahrn i.NB;Spk Landshut;57168;;11;009179;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84066;Mallersdorf-Pfaffenberg;Spk Landshut;57168;;11;009335;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84082;Laberweinting;Spk Landshut;57168;;11;009407;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84098;Hohenthann;Spk Landshut;57168;;11;010046;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84085;Langquaid;Spk Landshut;57168;;11;010098;U;0;00000000;000000
74350000;2;Sparkasse Landshut;93359;Wildenberg;Spk Landshut;57168;;11;010112;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84076;Pfeffenhausen;Spk Landshut;57168;;11;010135;U;0;00000000;000000
74350000;2;Sparkasse Landshut;93352;Rohr i. NB;Spk Landshut;57168;;11;010146;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84056;Rottenburg a.d.Laaber;Spk Landshut;57168;;11;010149;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84051;Essenbach;Spk Landshut;57168;;11;010441;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84030;Ergolding;Spk Landshut;57168;;11;010459;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84109;Wörth a.d.Isar;Spk Landshut;57168;;11;010604;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84107;Weihmichl;Spk Landshut;57168;;11;010645;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84160;Frontenhausen;Spk Landshut;57168;;11;010781;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84095;Furth;Spk Landshut;57168;;11;010796;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84172;Buch a. Erlbach;Spk Landshut;57168;;11;010847;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84092;Bayerbach b. Ergoldsbach;Spk Landshut;57168;;11;010991;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84166;Adlkofen;Spk Landshut;57168;;11;031337;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84032;Altdorf;Spk Landshut;57168;;11;032189;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84155;Bodenkirchen;Spk Landshut;57168;;11;034802;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84175;Gerzen;Spk Landshut;57168;;11;042936;U;0;00000000;000000
74350000;2;Sparkasse Landshut;84169;Altfraunhofen;Spk Landshut;57168;;11;042937;U;0;00000000;000000
74351310;1;Sparkasse Dingolfing-Landau -alt-;84123;Dingolfing;Spk Dingolfing-Landau -alt-;57238;BYLADEM1DGF;00;009057;U;1;00000000;000000
74351430;1;Sparkasse Rottal-Inn;84301;Eggenfelden;Spk Rottal-Inn Eggenfelden;57213;BYLADEM1EGF;00;008897;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;94436;Simbach;Spk Rottal-Inn Eggenfelden;57213;;00;007805;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84337;Schönau;Spk Rottal-Inn Eggenfelden;57213;;00;007842;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84329;Wurmannsquick;Spk Rottal-Inn Eggenfelden;57213;;00;007929;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;94439;Roßbach;Spk Rottal-Inn Eggenfelden;57213;;00;007963;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84339;Unterdietfurt;Spk Rottal-Inn Eggenfelden;57213;;00;008350;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84347;Pfarrkirchen;Spk Rottal-Inn Eggenfelden;57213;;00;008723;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84332;Hebertsfelden;Spk Rottal-Inn Eggenfelden;57213;;00;008954;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84552;Geratskirchen;Spk Rottal-Inn Eggenfelden;57213;;00;009027;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84140;Gangkofen;Spk Rottal-Inn Eggenfelden;57213;;00;009044;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84326;Falkenberg;Spk Rottal-Inn Eggenfelden;57213;;00;009087;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84381;Johanniskirchen;Spk Rottal-Inn Eggenfelden;57213;;00;009208;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84335;Mitterskirchen;Spk Rottal-Inn Eggenfelden;57213;;00;009290;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84323;Massing;Spk Rottal-Inn Eggenfelden;57213;;00;009321;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84333;Malgersdorf;Spk Rottal-Inn Eggenfelden;57213;;00;009336;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84385;Egglham;Spk Rottal-Inn Eggenfelden;57213;;00;009519;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;94140;Ering;Spk Rottal-Inn Eggenfelden;57213;;00;009526;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84364;Bad Birnbach;Spk Rottal-Inn Eggenfelden;57213;;00;009551;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84378;Dietersburg;Spk Rottal-Inn Eggenfelden;57213;;00;009565;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84375;Kirchdorf a. Inn;Spk Rottal-Inn Eggenfelden;57213;;00;009589;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84387;Julbach;Spk Rottal-Inn Eggenfelden;57213;;00;009612;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84359;Simbach a. Inn;Spk Rottal-Inn Eggenfelden;57213;;00;009691;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84384;Wittibreut;Spk Rottal-Inn Eggenfelden;57213;;00;009719;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84389;Postmünster;Spk Rottal-Inn Eggenfelden;57213;;00;009748;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84367;Tann;Spk Rottal-Inn Eggenfelden;57213;;00;009796;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84371;Triftern;Spk Rottal-Inn Eggenfelden;57213;;00;009806;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;94424;Arnstorf;Spk Rottal-Inn Eggenfelden;57213;;00;010960;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;84367;Zeilarn;Spk Rottal-Inn Eggenfelden;57213;;00;043490;U;0;00000000;000000
74351430;2;Sparkasse Rottal-Inn;94137;Bayerbach;Spk Rottal-Inn Eggenfelden;57213;;00;046464;U;0;00000000;000000
74351740;1;Stadt- und Kreissparkasse Moosburg;85366;Moosburg a.d.Isar;St u Kr Spk Moosburg;57177;BYLADEM1MSB;10;010553;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85413;Hörgertshausen;St u Kr Spk Moosburg;57177;;10;010486;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85405;Nandlstadt;St u Kr Spk Moosburg;57177;;10;010515;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;84079;Bruckberg;St u Kr Spk Moosburg;57177;;10;010851;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85416;Langenbach;St u Kr Spk Moosburg;57177;;10;034778;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85419;Mauern;St u Kr Spk Moosburg;57177;;10;034780;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85408;Gammelsdorf;St u Kr Spk Moosburg;57177;;10;037881;U;0;00000000;000000
74351740;2;Stadt- und Kreissparkasse Moosburg;85410;Haag a.d.Amper;St u Kr Spk Moosburg;57177;;10;037882;U;0;00000000;000000
74361211;1;Raiffeisenbank Arnstorf;94424;Arnstorf;Raiffeisenbank Arnstorf;67050;GENODEF1ARF;88;025810;U;0;00000000;000000
74361211;2;Raiffeisenbank Arnstorf;94486;Osterhofen;Raiffeisenbank Arnstorf;67050;;88;026037;U;0;00000000;000000
74361211;2;Raiffeisenbank Arnstorf;84333;Malgersdorf;Raiffeisenbank Arnstorf;67050;;88;026239;U;0;00000000;000000
74361211;2;Raiffeisenbank Arnstorf;94439;Roßbach;Raiffeisenbank Arnstorf;67050;;88;026326;U;0;00000000;000000
74361211;2;Raiffeisenbank Arnstorf;94436;Simbach;Raiffeisenbank Arnstorf;67050;;88;026349;U;0;00000000;000000
74361211;2;Raiffeisenbank Arnstorf (Gf P2);94424;Arnstorf;Raiffeisenbank Arnstorf;77050;;88;054678;U;0;00000000;000000
74362663;1;Raiffeisenbank Altdorf-Ergolding;84030;Ergolding;Raiffbk Altdorf-Ergolding;68031;GENODEF1ERG;88;025994;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding;84032;Altdorf;Raiffbk Altdorf-Ergolding;68031;;88;025795;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding;84095;Furth;Raiffbk Altdorf-Ergolding;68031;;88;026025;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding;84079;Bruckberg;Raiffbk Altdorf-Ergolding;68031;;88;026080;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding;85408;Gammelsdorf;Raiffbk Altdorf-Ergolding;68031;;88;026637;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding;84032;Landshut;Raiffbk Altdorf-Ergolding;68031;;88;044362;U;0;00000000;000000
74362663;2;Raiffeisenbank Altdorf-Ergolding (Gf P2);84030;Ergolding;Raiffbk Altdorf-Ergolding;78031;;88;054679;U;0;00000000;000000
74364689;1;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84073;Pfeffenhausen;Raiffbk Pfeffenhausen;68107;GENODEF1PFF;88;026307;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84101;Obersüßbach;Raiffbk Pfeffenhausen;68107;;88;026289;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84098;Hohenthann;Raiffbk Pfeffenhausen;68107;;88;026341;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84107;Weihmichl;Raiffbk Pfeffenhausen;68107;;88;026399;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84088;Neufahrn i.NB;Raiffbk Pfeffenhausen;68107;;88;052730;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84056;Rottenburg a.d.Laaber;Raiffbk Pfeffenhausen;68107;;88;052731;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg (Gf P2);84073;Pfeffenhausen;Raiffbk Pfeffenhausen;78107;;88;054680;U;0;00000000;000000
74364689;2;Raiffeisenbank Pfeffenhausen-Rottenburg Wildenberg;93359;Wildenberg;Raiffbk Pfeffenhausen;68107;;88;056547;U;0;00000000;000000
74366666;1;Raiffeisenbank Geisenhausen;84141;Geisenhausen;Raiffeisenbank Geisenhausen;68032;GENODEF1GSH;88;026031;U;0;00000000;000000
74366666;2;Raiffeisenbank Geisenhausen;84032;Landshut;Raiffeisenbank Geisenhausen;68032;;88;026216;U;0;00000000;000000
74366666;2;Raiffeisenbank Geisenhausen;84166;Adlkofen;Raiffeisenbank Geisenhausen;68032;;88;034402;U;0;00000000;000000
74366666;2;Raiffeisenbank Geisenhausen (Gf P2);84141;Geisenhausen;Raiffeisenbank Geisenhausen;78032;;88;055403;U;0;00000000;000000
74369068;1;Raiffeisenbank Hofkirchen-Bayerbach;84082;Laberweinting;Raiffbk Hofkirchen-Bayerbch;67220;GENODEF1LWE;88;027568;U;0;00000000;000000
74369068;2;Raiffeisenbank Hofkirchen-Bayerbach;84092;Bayerbach b. Ergoldsbach;Raiffbk Hofkirchen-Bayerbch;67220;;88;027356;U;0;00000000;000000
74369068;2;Raiffeisenbank Hofkirchen-Bayerbach (Gf P2);84082;Laberweinting;Raiffbk Hofkirchen-Bayerbch;77220;;88;054682;U;0;00000000;000000
74369088;1;Raiffeisenbank Geiselhöring-Pfaffenberg;94333;Geiselhöring;Raiffbk Geiselhöring-Pfabg;67247;GENODEF1GPF;88;027455;U;0;00000000;000000
74369088;2;Raiffeisenbank Geiselhöring-Pfaffenberg;84082;Laberweinting;Raiffbk Geiselhöring-Pfabg;67247;;88;027636;U;0;00000000;000000
74369088;2;Raiffeisenbank Geiselhöring-Pfaffenberg;84066;Mallersdorf-Pfaffenberg;Raiffbk Geiselhöring-Pfabg;67247;;88;028796;U;0;00000000;000000
74369088;2;Raiffeisenbank Geiselhöring-Pfaffenberg;84088;Neufahrn i.NB;Raiffbk Geiselhöring-Pfabg;67247;;88;044130;U;0;00000000;000000
74369088;2;Raiffeisenbank Geiselhöring-Pfaffenberg (Gf P2);94333;Geiselhöring;Raiffbk Geiselhöring-Pfabg;77247;;88;054683;U;0;00000000;000000
74369130;1;Raiffeisenbank Parkstetten;94365;Parkstetten;Raiffeisenbank Parkstetten;67314;GENODEF1PST;88;027770;U;0;00000000;000000
74369130;2;Raiffeisenbank Parkstetten;94327;Bogen;Raiffeisenbank Parkstetten;67314;;88;028294;U;0;00000000;000000
74369130;2;Raiffeisenbank Parkstetten;94377;Steinach;Raiffeisenbank Parkstetten;67314;;88;032321;U;0;00000000;000000
74369130;2;Raiffeisenbank Parkstetten;94360;Mitterfels;Raiffeisenbank Parkstetten;67314;;88;044631;U;0;00000000;000000
74369130;2;Raiffeisenbank (Gf P2);94365;Parkstetten;Raiffeisenbank Parkstetten;77314;;88;054685;U;0;00000000;000000
74369146;1;Raiffeisenbank Rattiszell-Konzell;94372;Rattiszell;Raiffbk Rattiszell-Konzell;67342;GENODEF1RZK;88;027816;U;0;00000000;000000
74369146;2;Raiffeisenbank Rattiszell-Konzell;94353;Haibach;Raiffbk Rattiszell-Konzell;67342;;88;027412;U;0;00000000;000000
74369146;2;Raiffeisenbank Rattiszell-Konzell;94350;Falkenfels;Raiffbk Rattiszell-Konzell;67342;;88;027432;U;0;00000000;000000
74369146;2;Raiffeisenbank Rattiszell-Konzell;94357;Konzell;Raiffbk Rattiszell-Konzell;67342;;88;027629;U;0;00000000;000000
